breed_id,breed_name,breed_image,breed_group,Selling Price,height,min_height_cm,max_height_cm,weight,min_weight_kg,max_weight_kg,adaptability_value,friendliness_value,trainability_value,health_and_grooming_needs_value,physical_needs_value,life_span,monthly_expences,min_monthly_ecxpences,max_monthly_expences,highlights
83,Swedish Lapphund,https://www.dogtime.com/assets/uploads/2020/08/swedish-lapphund-dog-breed-pictures-cover.jpg,Herding Dogs,"LKR 60,000 - LKR 75,000",16 to 20 inches,40.64,50.8,30 to 45 pounds,13.61,20.41,3,4,4,3,4,12 to 14 years,"LKR 17,000 - LKR 23,000","LKR 17,000.00","LKR 23,000.00","Swedish Lappunds have moderate to high energy levels. 60 minutes of exercise per day is recommended with other activities mixed in. The Swedish Lappund has a long, straight, dense coat that can be black or brown in color and occasionally with a white patch on the chest. They do shed seasonally and may not be best for allergy sufferers. The Swedish Lappund will get along well with other dogs and cats, especially if they're raised with them. Swedish Lapphunds also make good guard dogs and will alert when someone is at your door or if they see any suspicious activities. The Swedish Lapphund is great with families and loves kids but should be watched around small children as they have herding instincts ingrained in them and may nip at a child to keep them wrangled. This breed does require special maintenance with their coat. You will need to set aside time each week to brush out their coat. This will require a special brush and metal comb."
84,American Foxhound,https://www.dogtime.com/assets/uploads/2011/01/file_23006_american-foxhound-460x290.jpg,Hound Dogs,"LKR 45,000 - LKR 60,000",21 to 25 inches,53.34,63.5,40 to 60 pounds,18.14,27.22,2,5,4,4,5,12 to 13 years,"LKR 15,000 - LKR 20,000","LKR 15,000.00","LKR 20,000.00","Easygoing, sweet, kind, and loyal, the American Foxhoundÿdog breedÿbelongs to a way of life that has continued for more than two centuries, but they have the potential to be a modern-day companion as well.Although they?re purebred dogs, you may find American Foxhounds in shelters or in the care of rescue groups. If this is the breed for you, opt to adopt if possible!"
85,Taiwan Dog,https://www.dogtime.com/assets/uploads/2020/07/taiwan-dog-breed-pictures-cover.jpg,Hound Dogs,"LKR 40,000 - LKR 55,000",16 to 21 inches,40.64,53.34,25 to 40 pounds,11.34,18.14,3,3,4,3,4,10 to 13 years,"LKR 14,000 - LKR 18,000","LKR 14,000.00","LKR 18,000.00","The breed can get bored if left alone too long or without the proper amount of mental and physical stimulation. To prevent unwanted destructive boredom habits, provide consistent and firm training. Taiwan Dogs are typically accepting of other dogs. As for cats, the Taiwan Dog may be more tempted by their hunting DNA to chase them. Taiwan Dogs have high energy levels.ÿMake sure your dog gets at least two good halfhour to hourlong walks per day with a few good, active play sessions and shorter walks mixed in. The Taiwan Dog does seasonally shed, which may not make them the best choice for allergy sufferers. The Taiwan Dog may not be suited for younger children and toddlers, but will make a great companion for older kids who know how to approach and play with dogs properly. The Taiwan Dog coat comes in a wide range of colors, including black, white, fawn, and brindle. Sometimes these coats are solid, and other times they are a mix of these colors."
86,Boxerdoodle,https://www.dogtime.com/assets/uploads/2019/09/boxerdoodle-mixed-dog-breed-pictures-cover.jpg,Mixed Breed Dogs,"LKR 65,000 - LKR 80,000",10 to 25 inches,25.4,63.5,12 to 70 pounds,5.44,31.75,3,4,3,3,4,10 to 12 years,"LKR 18,000 - LKR 24,000","LKR 18,000.00","LKR 24,000.00","Children and Boxerdoodles do well in each other's company. Just be sure to follow the usual guidelines about ensuring proper socialization and training from an early age for both kids and dogs. These dogs are friendly and social. They make excellent family companions. The Boxerdoodle is a mixed breed dog. They are not purebreds like their Boxer or Poodle parents. Boxerdoodlesÿcome in almost any color you could imagealthough shades of brown are usually the most common colors. The Boxerdoodle's coat is usually curly and wavy, although it can range from short to long in length. You'll need to commit to brushing it at least every second day. When it comes to existing household pets, this mixed breed needs to be correctly socialized to be around them. They may do best as the solo pet in the home. Boxerdoodles are intelligent, active, and fairly easy to train. They will enjoy joining in on hikes and long walks."
87,Papipoo,https://www.dogtime.com/assets/uploads/2020/01/papipoo-mixed-dog-breed-pictures-cover-1.jpg,Mixed Breed Dogs,"LKR 50,000 - LKR 65,000",10 to 11 inches,25.4,27.94,6 to 14 pounds,2.72,6.35,4,4,3,2,5,10 to 14 years,"LKR 15,000 - LKR 20,000","LKR 15,000.00","LKR 20,000.00","Although they often like to be in charge, Papipoos do great with all sorts of other animals. Their hunting drive is about average for dogs, so it is a good idea to supervise them when they are around smaller animals. Because they are tiny, you should not leave Papillons unattended outside, nor should they live outsidethey would be vulnerable to predators of both the land and air. Because Papipoos are toysized dogs, it's especially important that children and other pets learn how to be gentle and cautious around them, as small dogs can more easily be hurt. Your Papipoo will need at least one hour of exercise per day, though most of this will be selfinduced by running, jumping, and playing around the house. At least one walk with you per day, even if it's just around the neighborhood, will be good for them. If Papipoos exhibit curly Poodle hair, they will be more allergyfriendly.ÿPapipoos are fairly lowmaintenance, but they benefit from brushing a few times a week. Papipoos are mixed breed dogs. They are not purebreds like their Papillon or Poodle parents. Papipoo colorsÿinclude white, black, cream, red, sable, apricot, and gray. They can sometimes have white patches mixed in among these other colors."
88,Dorkie,https://www.dogtime.com/assets/uploads/2020/01/dorkie-mixed-dog-breed-pictures-cover-650x368.jpg,Mixed Breed Dogs,"LKR 35,000 - LKR 50,000",5 to 10 inches,12.7,25.4,5 to 12 pounds,2.27,5.44,3,4,3,2,2,13 to 16 years,"LKR 14,000 - LKR 18,000","LKR 14,000.00","LKR 18,000.00","Because the Dorkie is a small dog, they can be easily injured by excited children. They are affectionate with family, friends and children. Just make sure small kids are supervised. Dorkiesÿare not considered to be a good choice for allergy sufferers. However, their coats are low maintenance and may only require three to four brushings per week. Dorkies can get along with other dogs as well as pets of different species. Butÿprotect your pup from bigger dogs in public. Dorkies don't see themselves as small dogs, and larger dogs could feel challenged by their confidence. Dorkies are mixed breed dogs. They are not purebreds like their Dachshund or Yorkshire Terrier parents. These friendly pups do not care much for alone time. So make sure that you have lots of love and attention to give and they will repay you in loyalty and devotion. The main colors of Dorkies are red, brown, black, and blue. They are typicallyÿany blend of two or more of these colors. Your Dorkie will be active around the house, but won't require long walks with their short legs. However, it's important to remember they have small bladders and may need frequent potty breaks."
89,Hokkaido,https://www.dogtime.com/assets/uploads/2019/08/hokkaido-dog-breed-pictures-cover-650x368.jpg,Working Dogs,"LKR 60,000 - LKR 75,000",18 to 22 inches,45.72,55.88,45 to 65 pounds,20.41,29.48,3,4,3,3,3,11 to 13 Years,"LKR 16,000 - LKR 22,000","LKR 16,000.00","LKR 22,000.00","The main colors of the Hokkaido breed are black, red, black & tan, white, brindle, and sesame. The Hokkaido breed has a prey drive, but they're highly intelligent and will listen to their owners when commanded, which makes them easily trainable. Hokkaidos are good with children and love all members of the family. Hokkaidos will bark occasionally, as they're evervigilant and able to notice anything out of the ordinary. Though, they will also howl if they are happy or excited. Their thick coats make Hokkaidos able to withstand cold weather well. Hokkaidos can do well in apartments as long as their exercise needs are met, but they may prefer a larger home with a yard. The Hokkaido breed has a thick coat that should be brushed out once or twice a week to remove dead fur and prevent matting. The frequency of brushing should be increased during their shedding period. Hokkaido dogs do not enjoy taking baths, and it takes a long time for their coat to dry due to its density. Baths are recommended generally a few times a year to prevent issues."
90,Belgian Sheepdog,https://www.dogtime.com/assets/uploads/2011/01/file_23174_belgian-sheepdog-460x290.jpg,Herding Dogs,"LKR 55,000 - LKR 70,000",22 to 26 inches,55.88,66.04,60 to 75 pounds,27.22,34.02,4,5,4,3,5,10 to 12 years,"LKR 17,000 - LKR 23,000","LKR 17,000.00","LKR 23,000.00","The medium-sized Belgian Sheepdog is aÿherdingÿdog breedÿthat originated in Belgium where these dogs were used to herd sheep. They later graduated to police work, and today their versatility makes them suitable for many jobs and dog sports."
91,German Shepherd Rottweiler Mix,https://www.dogtime.com/assets/uploads/2020/04/german-shepherd-rottweiler-mixed-dog-breed-pictures-cover-650x368.jpg,Mixed Breed Dogs,"LKR 75,000 - LKR 90,000",22 to 28 inches,55.88,71.12,75 to 115 pounds,34.02,52.16,3,4,3,4,4,9 to 13 years,"LKR 18,000 - LKR 24,000","LKR 18,000.00","LKR 24,000.00","These dogs have high energy levels. Make sure your dog gets at least one good halfhour to hourlong walk per day with a few good, active play sessions and shorter walks mixed in. German Shepherd Rottweiler Mixes are pretty amicable with other dogs, as long as they are introduced slowly and properly. When it comes to cats, your Shepherd Rottie may have the instinct to chase. German Shepherd Rottweiler Mixes can make fun playmates for kids of all ages, but this big dog could accidentally hurt smaller children with what was meant to be a playful romp. Train your dog not to jump up early on. Both parent breeds are prone to shedding, which might not these mixed breed dogs a poor choice for allergy sufferers. The main colors of Rottie Shepherds are black, gray, sable, white, red, tan, and cream. Sometimes their coats are solid, and sometimes they have a mix of two or three colors. German Shepherd Rottweiler Mixes are mixed breed dogs, meaning they are not purebreds like their German Shepherd Dog or Rottweiler parents."
92,Hanoverian Scenthound,https://www.dogtime.com/assets/uploads/2019/11/Hanoverian-Scenthound-dog-breed-pictures-cover-650x368.jpg,Working Dogs,"LKR 60,000 - LKR 75,000",19 to 22 inches,48.26,55.88,80 to 100 pounds,36.29,45.36,3,4,3,3,4,12 to 14 years,"LKR 16,000 - LKR 22,000","LKR 16,000.00","LKR 22,000.00","Because this is a short coated dog, they might be okay for those with allergies. They are quite easy to groom and a good brushing a week will be fine. Hanoverian Scenthounds are calm and loyal dogs who love the companionship of children. Playtime between dogs and kids should still always be supervised. Hanoverian Scenthounds have high energy levels. Make sure your dog gets at least one good halfhour to hourlong walk per day with a few good, active play sessions and shorter walks mixed in. Hanoverian Scenthounds aren?t naturally fond of other animals and may prefer to be the solo pet in the household. The main colors of the Hanoverian Scenthound are light to dark deerred, more or less intensely brindled, with or without mask. They may also have small white patches on the chest."
